District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Chikkamagaluru,Cheating,2023,96,48,48,10,74,12,50,46,12
Kolar,Molestation,2023,21,11,10,1,16,4,18,3,3
Ramanagara,Kidnapping,2023,5,2,3,0,4,1,3,2,0
Hassan,Robbery,2023,11,6,5,1,6,4,6,5,0
Shivamogga,Cheating,2023,88,58,30,9,61,18,27,61,5
RuralAreaX,Cyber Crime,2023,62,43,19,10,47,5,25,37,2
Chamarajanagar,Theft,2023,151,63,88,26,111,14,63,88,7
Dharwad,Dowry Death,2023,1,0,1,0,0,1,0,1,0
Uttara Kannada,Kidnapping,2023,1,0,1,0,0,1,0,1,0
Udupi,Robbery,2023,18,8,10,1,14,3,12,6,2
Chitradurga,Robbery,2023,7,2,5,0,5,2,3,4,1
Ballari,Dowry Death,2023,10,5,5,0,6,4,2,8,0
Hubballi,Molestation,2023,29,12,17,1,21,7,19,10,2
Hassan,Molestation,2023,11,5,6,1,9,1,9,2,3
Ballari,Theft,2023,131,79,52,11,107,13,76,55,22
Belagavi,Dowry Death,2023,10,3,7,0,6,4,7,3,2
Kolar,Rape,2023,32,16,16,5,23,4,24,8,3
Bidar,Domestic Violence,2023,49,25,24,4,38,7,34,15,5
Mangaluru,Cheating,2023,98,59,39,14,70,14,70,28,27
Davangere,Domestic Violence,2023,92,45,47,18,67,7,62,30,11
Davangere,Rape,2023,40,23,17,7,31,2,28,12,12
Bengaluru Urban,Theft,2023,86,28,58,8,71,7,73,13,17
Bengaluru Rural,Rape,2023,32,22,10,5,20,7,9,23,1
Dharwad,Molestation,2023,17,8,9,1,10,6,11,6,4
Bengaluru Rural,Cheating,2023,90,28,62,16,55,19,30,60,10
Chamarajanagar,Cyber Crime,2023,70,32,38,4,45,21,18,52,1
Dharwad,Robbery,2023,15,5,10,0,9,6,9,6,3
Haveri,Theft,2023,135,46,89,9,110,16,69,66,8
Kolar,Cheating,2023,83,31,52,14,60,9,28,55,4
Ballari,Molestation,2023,20,8,12,1,12,7,14,6,2
Chamarajanagar,Dowry Death,2023,6,2,4,1,4,1,3,3,0
Koppal,Murder,2023,4,2,2,0,3,1,2,2,0
Chamarajanagar2,Murder,2023,0,0,0,0,0,0,0,0,0
Vijayapura,Cyber Crime,2023,59,39,20,11,37,11,18,41,7
Mangaluru,Domestic Violence,2023,67,27,40,10,46,11,48,19,13
Chikkaballapura,Cheating,2023,82,52,30,16,59,7,41,41,5
Shimoga,Cheating,2023,101,30,71,10,81,10,31,70,9
Bidar,Kidnapping,2023,9,2,7,1,5,3,6,3,1
Haveri,Murder,2023,7,3,4,0,5,2,2,5,0
Ballari,Kidnapping,2023,4,1,3,0,3,1,3,1,0
Belagavi,Murder,2023,0,0,0,0,0,0,0,0,0
RuralAreaX,Rape,2023,58,39,19,9,45,4,24,34,7
Vijayanagar,Theft,2023,149,102,47,8,108,33,64,85,26
Kalaburagi,Theft,2023,103,51,52,4,62,37,91,12,17
Gadag,Theft,2023,149,62,87,26,99,24,111,38,38
Ballari,Robbery,2023,16,7,9,2,10,4,12,4,3
Chikkaballapura,Domestic Violence,2023,56,24,32,7,45,4,47,9,16
Chitradurga,Cyber Crime,2023,62,34,28,7,42,13,41,21,5
Hassan,Rape,2023,28,15,13,3,22,3,9,19,4
Kolar,Theft,2023,125,51,74,8,94,23,75,50,25
Dharwad,Rape,2023,32,9,23,4,19,9,11,21,1
Uttara Kannada,Domestic Violence,2023,64,31,33,7,48,9,47,17,8
Ballari,Kidnapping,2023,7,2,5,1,4,2,5,2,1
Haveri,Molestation,2023,34,18,16,2,24,8,15,19,4
Kodagu,Dowry Death,2023,11,6,5,0,9,2,8,3,1
Bengaluru Urban,Cyber Crime,2023,41,15,26,3,25,13,19,22,8
Bidar,Molestation,2023,32,9,23,4,25,3,13,19,3
Mangaluru,Rape,2023,26,15,11,3,16,7,22,4,7
Belagavi,Kidnapping,2023,3,1,2,0,2,1,1,2,0
Shimoga,Murder,2023,4,2,2,0,3,1,2,2,0
Vijayapura,Robbery,2023,16,9,7,0,10,6,10,6,4
Bidar,Murder,2023,7,3,4,1,4,2,3,4,0
Bengaluru Urban,Dowry Death,2023,5,2,3,0,3,2,1,4,0
Chamarajanagar,Cyber Crime,2023,77,23,54,8,50,19,65,12,32
Vijayanagar,Cheating,2023,101,49,52,17,78,6,25,76,6
Chikkaballapura,Murder,2023,6,4,2,1,4,1,2,4,0
Kodagu,Molestation,2023,27,9,18,1,16,10,7,20,1
Chamarajanagar2,Kidnapping,2023,4,2,2,0,2,2,2,2,0
Uttara Kannada,Domestic Violence,2023,59,18,41,2,37,20,29,30,2
Bengaluru Urban,Domestic Violence,2023,44,24,20,2,32,10,33,11,16
Mandya,Theft,2023,138,72,66,8,116,14,75,63,10
Mandya,Theft,2023,128,55,73,15,103,10,72,56,25
Yadgir,Domestic Violence,2023,68,38,30,12,57,0,32,36,6
Mysuru,Robbery,2023,16,8,8,1,9,6,13,3,6
Chitradurga,Cyber Crime,2023,48,16,32,5,32,11,15,33,7
Chikkamagaluru,Robbery,2023,16,9,7,0,13,3,8,8,1
Shimoga,Dowry Death,2023,5,2,3,0,3,2,1,4,0
Ramanagara,Molestation,2023,20,8,12,1,12,7,16,4,4
Gadag,Molestation,2023,25,9,16,4,15,6,7,18,1
Chitradurga,Kidnapping,2023,5,2,3,0,3,2,3,2,0
Shivamogga,Cyber Crime,2023,54,16,38,3,40,11,33,21,2
Kolar,Robbery,2023,7,2,5,1,4,2,5,2,1
Davangere,Kidnapping,2023,8,5,3,0,6,2,4,4,1
Uttara Kannada,Dowry Death,2023,8,5,3,1,6,1,5,3,1
Kolar,Domestic Violence,2023,73,46,27,4,51,18,43,30,17
Mysuru,Rape,2023,30,19,11,1,20,9,24,6,11
RuralAreaX,Cyber Crime,2023,66,20,46,10,54,2,16,50,7
Bagalkot,Theft,2023,109,55,54,9,66,34,32,77,11
Chitradurga,Molestation,2023,18,5,13,3,11,4,16,2,1
Kalaburagi,Murder,2023,5,2,3,0,4,1,1,4,0
Davangere,Dowry Death,2023,11,4,7,0,8,3,5,6,1
Gadag,Robbery,2023,15,4,11,0,11,4,6,9,1
Bidar,Domestic Violence,2023,63,21,42,12,44,7,25,38,12
Shivamogga,Cyber Crime,2023,59,32,27,3,44,12,47,12,9
Bengaluru Urban,Molestation,2023,17,6,11,1,11,5,9,8,3
Chikkamagaluru,Dowry Death,2023,5,1,4,0,4,1,3,2,0
Mangaluru,Rape,2023,35,13,22,3,22,10,27,8,7
Haveri,Murder,2023,3,2,1,0,2,1,1,2,0
Shivamogga,Murder,2023,3,1,2,0,2,1,2,1,0
Bagalkot,Rape,2023,28,12,16,3,16,9,22,6,5
Bidar,Murder,2023,0,0,0,0,0,0,0,0,0
Tumakuru,Cheating,2023,90,47,43,17,59,14,37,53,14
Hassan,Molestation,2023,24,12,12,4,15,5,18,6,7
Kalaburagi,Dowry Death,2023,10,5,5,1,7,2,7,3,0
Kalaburagi,Kidnapping,2023,7,4,3,0,5,2,3,4,0
Shivamogga,Dowry Death,2023,8,3,5,1,4,3,6,2,1
Ramanagara,Dowry Death,2023,3,1,2,0,2,1,0,3,0
Davangere,Domestic Violence,2023,53,36,17,4,37,12,21,32,7
Mysuru,Rape,2023,28,9,19,1,20,7,13,15,6
Belagavi,Theft,2023,156,54,102,26,128,2,86,70,9
Raichur,Domestic Violence,2023,90,58,32,16,72,2,69,21,12
Mangaluru,Theft,2023,146,47,99,17,99,30,45,101,18
Tumakuru,Robbery,2023,7,3,4,0,4,3,2,5,0
Shimoga,Theft,2023,140,56,84,15,93,32,114,26,43
Gadag,Cyber Crime,2023,72,33,39,12,57,3,33,39,12
Gadag,Cyber Crime,2023,65,40,25,9,47,9,40,25,14
Ramanagara,Robbery,2023,19,8,11,0,12,7,6,13,0
Bagalkot,Molestation,2023,26,13,13,4,19,3,18,8,1
Shimoga,Kidnapping,2023,4,2,2,0,2,2,1,3,0
RuralAreaX,Robbery,2023,13,8,5,1,9,3,10,3,0
Chikkamagaluru,Molestation,2023,20,13,7,1,12,7,7,13,2
Shivamogga,Molestation,2023,20,7,13,1,16,3,14,6,6
Vijayanagar,Molestation,2023,22,11,11,3,17,2,7,15,0
Mysuru,Dowry Death,2023,9,2,7,0,7,2,4,5,1
Chamarajanagar2,Cyber Crime,2023,73,37,36,6,61,6,60,13,8
RuralAreaX,Murder,2023,5,1,4,0,3,2,2,3,0
Shimoga,Kidnapping,2023,8,3,5,0,6,2,6,2,2
Shivamogga,Cheating,2023,85,29,56,3,53,29,37,48,11
Koppal,Cyber Crime,2023,52,24,28,6,36,10,38,14,12
Chamarajanagar2,Cheating,2023,95,32,63,17,73,5,63,32,19
Kodagu,Rape,2023,40,18,22,4,28,8,29,11,13
Vijayanagar,Molestation,2023,25,14,11,2,15,8,17,8,6
RuralAreaX,Domestic Violence,2023,89,28,61,12,54,23,45,44,3
Kalaburagi,Cyber Crime,2023,54,19,35,5,45,4,21,33,5
Belagavi,Kidnapping,2023,2,1,1,0,1,1,1,1,0
Kalaburagi,Cyber Crime,2023,45,28,17,3,37,5,23,22,11
Chitradurga,Theft,2023,102,48,54,14,75,13,70,32,27
Uttara Kannada,Rape,2023,26,17,9,1,16,9,10,16,3
RuralAreaX,Kidnapping,2023,9,4,5,0,7,2,2,7,0
Mangaluru,Kidnapping,2023,8,4,4,0,4,4,3,5,1
Kolar,Murder,2023,4,1,3,0,3,1,2,2,0
Shimoga,Theft,2023,114,41,73,16,95,3,80,34,12
Hubballi,Domestic Violence,2023,66,20,46,11,47,8,43,23,17
Hassan,Rape,2023,43,20,23,1,26,16,20,23,3
Tumakuru,Cheating,2023,88,41,47,5,67,16,33,55,10
Belagavi,Robbery,2023,22,14,8,2,18,2,15,7,1
Mandya,Cyber Crime,2023,53,29,24,3,39,11,40,13,2
Mandya,Rape,2023,22,11,11,1,15,6,9,13,3
Mangaluru,Kidnapping,2023,10,5,5,0,6,4,8,2,3
Mangaluru,Domestic Violence,2023,73,23,50,4,46,23,30,43,11
Yadgir,Molestation,2023,23,7,16,3,14,6,16,7,1
Mysuru,Dowry Death,2023,0,0,0,0,0,0,0,0,0
RuralAreaX,Cyber Crime,2023,70,27,43,6,55,9,31,39,11
Yadgir,Robbery,2023,17,7,10,1,11,5,12,5,3
Mysuru,Kidnapping,2023,0,0,0,0,0,0,0,0,0
Vijayapura,Molestation,2023,23,13,10,3,13,7,18,5,5
Haveri,Kidnapping,2023,7,2,5,1,5,1,4,3,1
Kalaburagi,Cheating,2023,60,35,25,9,38,13,20,40,5
Udupi,Dowry Death,2023,6,3,3,0,4,2,5,1,1
Chikkamagaluru,Dowry Death,2023,10,6,4,1,6,3,3,7,0
Belagavi,Cyber Crime,2023,69,34,35,5,53,11,54,15,8
Shivamogga,Kidnapping,2023,5,2,3,0,4,1,3,2,0
Mangaluru,Cheating,2023,104,45,59,7,65,32,34,70,5
Hubballi,Dowry Death,2023,7,2,5,0,4,3,4,3,1
Bengaluru Urban,Cheating,2023,65,27,38,9,51,5,53,12,12
Chamarajanagar2,Murder,2023,1,0,1,0,0,1,0,1,0
Bidar,Robbery,2023,16,5,11,2,11,3,6,10,0
Ramanagara,Cheating,2023,105,34,71,7,72,26,60,45,16
Haveri,Molestation,2023,41,13,28,6,32,3,28,13,1
Kolar,Dowry Death,2023,7,3,4,0,4,3,3,4,0
Bagalkot,Domestic Violence,2023,62,26,36,5,47,10,25,37,3
Chitradurga,Rape,2023,41,22,19,2,28,11,17,24,5
Bagalkot,Domestic Violence,2023,59,25,34,1,46,12,48,11,19
Hassan,Molestation,2023,19,7,12,2,14,3,16,3,2
RuralAreaX,Theft,2023,147,90,57,5,108,34,107,40,29
Vijayanagar,Kidnapping,2023,7,4,3,0,4,3,6,1,2
Vijayapura,Domestic Violence,2023,77,43,34,4,49,24,20,57,3
Vijayapura,Rape,2023,36,12,24,6,22,8,23,13,11
Chamarajanagar,Cheating,2023,99,42,57,15,61,23,50,49,19
Davangere,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Chamarajanagar,Murder,2023,6,4,2,0,4,2,3,3,1
Gadag,Molestation,2023,14,8,6,0,11,3,8,6,3
Dharwad,Cheating,2023,70,33,37,6,58,6,31,39,9
Shivamogga,Domestic Violence,2023,64,44,20,2,53,9,50,14,9
Mandya,Rape,2023,43,28,15,1,30,12,24,19,4
Chikkamagaluru,Dowry Death,2023,3,1,2,0,1,2,1,2,0
Uttara Kannada,Cyber Crime,2023,52,29,23,6,32,14,42,10,9
Mandya,Dowry Death,2023,7,2,5,0,5,2,4,3,1
Davangere,Molestation,2023,17,10,7,1,13,3,5,12,0
Mangaluru,Molestation,2023,23,10,13,1,15,7,14,9,1
Bengaluru Rural,Robbery,2023,22,11,11,1,16,5,5,17,2
Raichur,Molestation,2023,45,14,31,6,37,2,28,17,4
Vijayanagar,Dowry Death,2023,6,3,3,0,4,2,4,2,0
Davangere,Cheating,2023,97,34,63,12,72,13,62,35,25
Chitradurga,Rape,2023,40,27,13,6,33,1,34,6,2
Haveri,Theft,2023,137,44,93,9,82,46,43,94,9
Dharwad,Molestation,2023,21,12,9,3,13,5,7,14,2
Kodagu,Rape,2023,36,12,24,1,23,12,15,21,5
Mandya,Cyber Crime,2023,62,21,41,6,42,14,32,30,6
Haveri,Theft,2023,140,80,60,16,115,9,65,75,30
Ballari,Theft,2023,171,55,116,25,139,7,79,92,24
Bengaluru Urban,Robbery,2023,20,7,13,1,16,3,11,9,2
Gadag,Cyber Crime,2023,53,25,28,7,43,3,22,31,4
Chamarajanagar2,Cheating,2023,90,28,62,12,54,24,77,13,9
Bidar,Rape,2023,31,20,11,3,23,5,24,7,9
Yadgir,Theft,2023,130,68,62,7,100,23,96,34,33
Mangaluru,Cheating,2023,99,44,55,12,74,13,53,46,10
Chikkaballapura,Molestation,2023,29,16,13,3,19,7,21,8,5
Raichur,Kidnapping,2023,6,3,3,1,3,2,5,1,1
Yadgir,Cyber Crime,2023,58,40,18,8,37,13,28,30,6
Davangere,Robbery,2023,21,11,10,3,14,4,14,7,1
Shimoga,Kidnapping,2023,4,2,2,0,3,1,3,1,0
Chikkaballapura,Cyber Crime,2023,35,24,11,5,25,5,19,16,6
Shivamogga,Theft,2023,97,46,51,13,71,13,49,48,16
Tumakuru,Domestic Violence,2023,76,47,29,15,47,14,23,53,3
Chitradurga,Cyber Crime,2023,52,29,23,7,43,2,42,10,13
Bidar,Rape,2023,27,8,19,3,18,6,22,5,4
Hassan,Domestic Violence,2023,68,35,33,7,53,8,56,12,20
Bengaluru Rural,Molestation,2023,19,12,7,0,14,5,12,7,4
Kodagu,Cyber Crime,2023,70,45,25,3,48,19,42,28,15
Vijayapura,Cyber Crime,2023,48,23,25,1,36,11,41,7,5
Belagavi,Kidnapping,2023,6,2,4,1,4,1,2,4,0
Chitradurga,Molestation,2023,12,5,7,0,8,4,10,2,2
Bengaluru Rural,Theft,2023,117,60,57,19,81,17,93,24,27
Bagalkot,Robbery,2023,14,8,6,1,10,3,4,10,0
Bidar,Murder,2023,6,3,3,0,4,2,5,1,0
Mandya,Robbery,2023,18,12,6,2,14,2,13,5,5
Koppal,Molestation,2023,19,8,11,1,12,6,8,11,1
Udupi,Cyber Crime,2023,80,53,27,3,55,22,41,39,19
Tumakuru,Dowry Death,2023,2,0,2,0,1,1,1,1,0
Chitradurga,Dowry Death,2023,10,4,6,1,7,2,7,3,2
Chamarajanagar2,Molestation,2023,26,15,11,2,17,7,14,12,0
Mandya,Molestation,2023,32,16,16,5,23,4,15,17,5
Vijayanagar,Theft,2023,150,55,95,19,98,33,75,75,13
Raichur,Cheating,2023,91,35,56,3,76,12,72,19,5
RuralAreaX,Kidnapping,2023,2,1,1,0,1,1,0,2,0
Mangaluru,Robbery,2023,25,8,17,1,19,5,18,7,4
Kolar,Kidnapping,2023,3,1,2,0,2,1,1,2,0
Koppal,Molestation,2023,20,6,14,3,14,3,15,5,1
Bengaluru Rural,Theft,2023,96,66,30,7,58,31,77,19,5
RuralAreaX,Domestic Violence,2023,85,46,39,6,59,20,25,60,3
Belagavi,Rape,2023,39,22,17,6,30,3,33,6,13
Bagalkot,Domestic Violence,2023,63,41,22,3,44,16,55,8,15
Mysuru,Dowry Death,2023,10,5,5,1,7,2,7,3,1
Davangere,Kidnapping,2023,8,4,4,1,5,2,4,4,0
Yadgir,Theft,2023,139,94,45,23,110,6,84,55,40
Chikkaballapura,Cyber Crime,2023,62,23,39,2,52,8,52,10,25
Koppal,Cyber Crime,2023,71,29,42,11,59,1,54,17,14
Dharwad,Rape,2023,41,28,13,6,30,5,16,25,7
Hubballi,Molestation,2023,30,14,16,2,24,4,26,4,10
Yadgir,Theft,2023,152,50,102,25,100,27,88,64,35
Chamarajanagar2,Kidnapping,2023,9,3,6,0,5,4,5,4,1
Vijayanagar,Dowry Death,2023,6,3,3,0,3,3,5,1,1
Mandya,Theft,2023,140,97,43,14,94,32,66,74,13
Bengaluru Rural,Kidnapping,2023,2,1,1,0,1,1,0,2,0
Vijayapura,Rape,2023,25,8,17,4,19,2,16,9,3
Kalaburagi,Molestation,2023,22,6,16,1,13,8,11,11,4
Chamarajanagar2,Cyber Crime,2023,63,23,40,7,45,11,43,20,5
Bidar,Murder,2023,5,1,4,0,3,2,3,2,1
Kalaburagi,Kidnapping,2023,10,6,4,1,7,2,8,2,2
Kolar,Kidnapping,2023,5,1,4,0,4,1,1,4,0
Kolar,Cyber Crime,2023,61,29,32,6,40,15,36,25,6
Hubballi,Molestation,2023,27,15,12,2,22,3,10,17,4
Raichur,Domestic Violence,2023,84,49,35,15,63,6,34,50,8
Kolar,Domestic Violence,2023,66,43,23,8,43,15,25,41,8
Bengaluru Rural,Robbery,2023,6,2,4,1,4,1,2,4,0
RuralAreaX,Robbery,2023,20,6,14,3,15,2,15,5,6
Mangaluru,Robbery,2023,16,7,9,0,10,6,10,6,1
Kolar,Rape,2023,40,23,17,3,29,8,11,29,1
RuralAreaX,Robbery,2023,24,10,14,1,18,5,11,13,1
Haveri,Murder,2023,2,0,2,0,1,1,1,1,0
Hubballi,Molestation,2023,33,19,14,2,23,8,18,15,6
Bengaluru Urban,Murder,2023,7,2,5,0,5,2,3,4,0
Dharwad,Domestic Violence,2023,64,37,27,11,41,12,37,27,11
Bengaluru Urban,Cheating,2023,75,33,42,5,61,9,45,30,6
Kalaburagi,Dowry Death,2023,8,4,4,1,4,3,5,3,1
Kolar,Theft,2023,114,44,70,5,72,37,33,81,2
Mandya,Cheating,2023,80,40,40,13,66,1,29,51,5
Bengaluru Urban,Cyber Crime,2023,52,28,24,8,43,1,33,19,13
Hassan,Robbery,2023,10,6,4,1,7,2,8,2,2
Gadag,Theft,2023,142,95,47,8,110,24,41,101,11
Chikkamagaluru,Domestic Violence,2023,77,25,52,6,52,19,34,43,15
Hubballi,Rape,2023,38,24,14,6,28,4,10,28,0
Hassan,Cyber Crime,2023,48,16,32,6,31,11,37,11,10
Hubballi,Cyber Crime,2023,64,24,40,10,47,7,53,11,24
Raichur,Robbery,2023,15,4,11,1,10,4,8,7,3
Ramanagara,Robbery,2023,17,6,11,3,11,3,8,9,2
Tumakuru,Cyber Crime,2023,57,26,31,5,44,8,50,7,24
Gadag,Dowry Death,2023,8,5,3,0,5,3,5,3,1
Koppal,Dowry Death,2023,6,4,2,0,4,2,5,1,1
Chamarajanagar2,Cyber Crime,2023,52,31,21,6,33,13,18,34,4
Kalaburagi,Theft,2023,110,46,64,4,73,33,32,78,3
Ramanagara,Domestic Violence,2023,83,39,44,5,56,22,50,33,13
Tumakuru,Murder,2023,2,0,2,0,1,1,1,1,0
Hassan,Kidnapping,2023,3,2,1,0,1,2,1,2,0
Ballari,Rape,2023,38,12,26,5,30,3,24,14,9
Udupi,Cheating,2023,106,70,36,15,83,8,40,66,2
Kodagu,Molestation,2023,29,15,14,4,19,6,15,14,4
Haveri,Theft,2023,140,86,54,13,110,17,40,100,15
Dharwad,Kidnapping,2023,2,0,2,0,1,1,1,1,0
Kalaburagi,Murder,2023,8,4,4,1,6,1,4,4,0
Vijayapura,Kidnapping,2023,3,1,2,0,2,1,2,1,0
Hubballi,Murder,2023,0,0,0,0,0,0,0,0,0
Raichur,Dowry Death,2023,11,6,5,0,8,3,6,5,1
Ramanagara,Domestic Violence,2023,75,44,31,4,56,15,37,38,14
Raichur,Murder,2023,11,5,6,0,8,3,3,8,1
RuralAreaX,Murder,2023,5,2,3,0,4,1,1,4,0
Bengaluru Rural,Robbery,2023,7,2,5,0,5,2,1,6,0
Koppal,Murder,2023,4,1,3,0,3,1,2,2,0
Mangaluru,Cyber Crime,2023,66,39,27,12,45,9,33,33,4
Uttara Kannada,Theft,2023,114,38,76,13,81,20,43,71,10
Ramanagara,Cheating,2023,101,30,71,16,65,20,81,20,18
Gadag,Theft,2023,124,47,77,23,95,6,47,77,23
Ballari,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Bengaluru Urban,Domestic Violence,2023,55,35,20,1,34,20,20,35,9
Bagalkot,Cyber Crime,2023,60,22,38,8,36,16,52,8,21
Kodagu,Molestation,2023,32,9,23,6,26,0,23,9,10
Mandya,Cyber Crime,2023,50,23,27,1,30,19,30,20,5
Kodagu,Dowry Death,2023,13,6,7,1,10,2,3,10,0
Tumakuru,Theft,2023,121,54,67,21,75,25,75,46,32
Chikkamagaluru,Domestic Violence,2023,61,31,30,7,50,4,54,7,3
Bagalkot,Domestic Violence,2023,55,27,28,3,35,17,29,26,3
RuralAreaX,Cheating,2023,98,45,53,19,59,20,24,74,10
Udupi,Theft,2023,121,53,68,19,88,14,77,44,3
Chamarajanagar,Domestic Violence,2023,68,22,46,7,49,12,58,10,20
Chikkamagaluru,Rape,2023,32,20,12,4,21,7,10,22,3
Dharwad,Dowry Death,2023,2,0,2,0,1,1,1,1,0
Udupi,Rape,2023,32,10,22,3,23,6,13,19,6
Kodagu,Kidnapping,2023,5,2,3,0,3,2,4,1,0
Mangaluru,Theft,2023,122,83,39,4,95,23,76,46,13
Davangere,Cyber Crime,2023,42,22,20,3,27,12,26,16,9
Yadgir,Dowry Death,2023,2,1,1,0,1,1,1,1,0
Bengaluru Urban,Domestic Violence,2023,63,43,20,2,53,8,49,14,15
Dharwad,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Shivamogga,Domestic Violence,2023,75,31,44,8,55,12,27,48,11
Shivamogga,Theft,2023,105,68,37,6,81,18,46,59,20
Chamarajanagar2,Dowry Death,2023,4,2,2,0,2,2,2,2,0
Ballari,Molestation,2023,30,17,13,4,22,4,14,16,6
Raichur,Domestic Violence,2023,96,57,39,10,69,17,37,59,9
Udupi,Cyber Crime,2023,75,49,26,5,54,16,55,20,14
Raichur,Kidnapping,2023,5,2,3,0,3,2,4,1,0
RuralAreaX,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Mandya,Kidnapping,2023,5,2,3,0,3,2,1,4,0
Kalaburagi,Cheating,2023,72,39,33,2,57,13,57,15,12
Yadgir,Cyber Crime,2023,83,42,41,14,62,7,22,61,8
Udupi,Theft,2023,119,63,56,9,74,36,34,85,9
Udupi,Theft,2023,140,54,86,16,101,23,37,103,6
Kodagu,Murder,2023,9,3,6,1,5,3,6,3,1
Raichur,Molestation,2023,31,19,12,2,24,5,17,14,3
Mandya,Rape,2023,39,19,20,5,26,8,34,5,13
Bidar,Dowry Death,2023,7,3,4,0,5,2,5,2,1
Chamarajanagar2,Dowry Death,2023,5,1,4,0,3,2,4,1,1
Udupi,Dowry Death,2023,8,4,4,1,5,2,3,5,1
Bengaluru Urban,Rape,2023,51,26,25,3,42,6,13,38,3
Koppal,Cyber Crime,2023,52,32,20,7,32,13,41,11,3
Yadgir,Robbery,2023,15,9,6,0,9,6,9,6,2
Uttara Kannada,Dowry Death,2023,7,3,4,1,5,1,6,1,2
Dharwad,Molestation,2023,15,7,8,0,12,3,12,3,4
RuralAreaX,Cyber Crime,2023,53,21,32,6,44,3,23,30,8
Mangaluru,Domestic Violence,2023,82,25,57,14,66,2,23,59,9
Mangaluru,Domestic Violence,2023,76,27,49,4,64,8,55,21,27
Uttara Kannada,Theft,2023,96,44,52,13,80,3,52,44,14
Shivamogga,Robbery,2023,16,5,11,0,11,5,12,4,2
Vijayapura,Theft,2023,98,66,32,4,60,34,85,13,21
Uttara Kannada,Domestic Violence,2023,58,39,19,10,34,14,38,20,16
Ramanagara,Robbery,2023,5,2,3,0,3,2,4,1,1
RuralAreaX,Domestic Violence,2023,92,38,54,12,73,7,60,32,5
Gadag,Murder,2023,3,1,2,0,2,1,1,2,0
Chamarajanagar2,Theft,2023,128,89,39,7,104,17,96,32,33
Bengaluru Rural,Cheating,2023,79,34,45,10,52,17,50,29,22
Vijayapura,Rape,2023,37,13,24,3,29,5,26,11,7
Dharwad,Cyber Crime,2023,69,22,47,7,42,20,57,12,18
Vijayapura,Cheating,2023,79,44,35,15,48,16,35,44,5
Mangaluru,Murder,2023,8,2,6,1,6,1,3,5,0
Kodagu,Cheating,2023,107,38,69,4,67,36,93,14,31
RuralAreaX,Dowry Death,2023,3,1,2,0,2,1,1,2,0
Ballari,Cyber Crime,2023,62,42,20,5,48,9,55,7,4
Chitradurga,Theft,2023,121,73,48,8,86,27,54,67,20
Davangere,Cheating,2023,86,58,28,10,64,12,48,38,9
Udupi,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Mangaluru,Cyber Crime,2023,54,27,27,4,36,14,40,14,7
Yadgir,Molestation,2023,30,18,12,3,20,7,17,13,2
Hassan,Dowry Death,2023,6,2,4,0,4,2,1,5,0
Chikkaballapura,Molestation,2023,17,7,10,2,13,2,15,2,4
Shimoga,Robbery,2023,12,6,6,2,9,1,5,7,1
Kalaburagi,Cyber Crime,2023,51,22,29,6,30,15,34,17,1
Koppal,Molestation,2023,15,10,5,1,9,5,6,9,2
Mangaluru,Kidnapping,2023,5,2,3,0,3,2,3,2,1
Bagalkot,Dowry Death,2023,1,0,1,0,0,1,0,1,0
Mangaluru,Dowry Death,2023,9,4,5,0,5,4,6,3,1
Chikkamagaluru,Dowry Death,2023,8,5,3,1,5,2,2,6,0
Chikkamagaluru,Robbery,2023,9,4,5,1,5,3,3,6,1
Yadgir,Cyber Crime,2023,73,24,49,13,54,6,20,53,7
Dharwad,Robbery,2023,15,7,8,2,11,2,10,5,3
Kodagu,Murder,2023,0,0,0,0,0,0,0,0,0
Bengaluru Rural,Kidnapping,2023,4,2,2,0,2,2,2,2,0
Uttara Kannada,Domestic Violence,2023,70,40,30,9,54,7,19,51,8
Kalaburagi,Cyber Crime,2023,46,28,18,3,32,11,30,16,11
Ramanagara,Theft,2023,144,50,94,20,112,12,55,89,2
Hassan,Theft,2023,107,61,46,6,81,20,68,39,26
Udupi,Murder,2023,0,0,0,0,0,0,0,0,0
Kolar,Rape,2023,22,14,8,4,14,4,11,11,5
Chikkaballapura,Cheating,2023,76,38,38,8,56,12,50,26,9
Shivamogga,Dowry Death,2023,9,4,5,1,5,3,6,3,1
Tumakuru,Kidnapping,2023,3,1,2,0,1,2,1,2,0
Shimoga,Domestic Violence,2023,65,38,27,11,45,9,49,16,17
Ramanagara,Dowry Death,2023,2,0,2,0,1,1,0,2,0
Vijayapura,Theft,2023,98,34,64,11,73,14,49,49,5
Bengaluru Rural,Rape,2023,31,11,20,4,22,5,11,20,4
Udupi,Rape,2023,44,14,30,4,33,7,20,24,8
Shimoga,Molestation,2023,27,14,13,1,19,7,9,18,4
Chamarajanagar,Robbery,2023,11,6,5,1,7,3,3,8,0
Chikkamagaluru,Cheating,2023,68,32,36,4,56,8,35,33,2
Shivamogga,Kidnapping,2023,1,0,1,0,0,1,0,1,0
