District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Bidar,Robbery,2024,20,12,8,2,16,2,17,3,6
Chitradurga,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Yadgir,Robbery,2024,18,8,10,0,13,5,13,5,3
Davangere,Cheating,2024,99,56,43,17,63,19,66,33,4
Ramanagara,Cheating,2024,101,42,59,10,66,25,38,63,18
Yadgir,Rape,2024,46,20,26,9,31,6,17,29,5
Chitradurga,Cheating,2024,71,37,34,2,46,23,43,28,4
Chamarajanagar,Rape,2024,43,20,23,7,35,1,31,12,9
Chikkamagaluru,Molestation,2024,31,9,22,6,25,0,9,22,1
Vijayanagar,Cyber Crime,2024,64,26,38,3,49,12,30,34,1
Kodagu,Cheating,2024,91,50,41,17,61,13,68,23,22
Mandya,Molestation,2024,8,3,5,0,6,2,3,5,0
Kolar,Cyber Crime,2024,54,23,31,2,43,9,30,24,11
Bengaluru Rural,Rape,2024,29,11,18,2,18,9,22,7,4
Gadag,Murder,2024,5,1,4,0,4,1,2,3,0
Belagavi,Domestic Violence,2024,88,39,49,9,61,18,60,28,14
Dharwad,Murder,2024,3,2,1,0,2,1,1,2,0
Raichur,Molestation,2024,25,9,16,2,19,4,19,6,6
Kodagu,Robbery,2024,24,12,12,2,19,3,16,8,6
Tumakuru,Murder,2024,6,1,5,0,4,2,4,2,1
Bidar,Cyber Crime,2024,51,21,30,10,33,8,23,28,10
Yadgir,Cheating,2024,103,66,37,13,84,6,48,55,21
Hubballi,Dowry Death,2024,6,2,4,0,4,2,3,3,0
Davangere,Cyber Crime,2024,68,31,37,9,47,12,24,44,2
Udupi,Domestic Violence,2024,75,43,32,13,58,4,28,47,11
Bagalkot,Rape,2024,34,18,16,6,22,6,8,26,2
Belagavi,Cyber Crime,2024,80,45,35,2,48,30,39,41,11
Bagalkot,Kidnapping,2024,6,3,3,1,3,2,3,3,0
Vijayanagar,Dowry Death,2024,14,6,8,0,10,4,5,9,0
RuralAreaX,Cyber Crime,2024,73,30,43,3,44,26,37,36,5
Mysuru,Theft,2024,145,67,78,11,91,43,127,18,45
Vijayanagar,Theft,2024,122,78,44,16,95,11,101,21,40
Kodagu,Domestic Violence,2024,76,28,48,9,53,14,24,52,6
Kalaburagi,Cyber Crime,2024,48,29,19,4,30,14,28,20,4
Vijayanagar,Dowry Death,2024,8,3,5,1,5,2,2,6,0
Bengaluru Urban,Domestic Violence,2024,54,22,32,9,33,12,35,19,16
Hassan,Molestation,2024,18,10,8,3,10,5,9,9,1
Mysuru,Cyber Crime,2024,56,29,27,3,46,7,41,15,2
Kolar,Cheating,2024,87,34,53,12,60,15,38,49,15
Bagalkot,Cyber Crime,2024,63,18,45,5,51,7,16,47,7
Udupi,Dowry Death,2024,8,3,5,0,5,3,5,3,1
Chamarajanagar,Kidnapping,2024,7,3,4,0,5,2,5,2,0
Udupi,Cyber Crime,2024,64,36,28,3,40,21,52,12,21
Mysuru,Cheating,2024,90,41,49,12,65,13,35,55,13
Kalaburagi,Rape,2024,40,22,18,1,27,12,23,17,7
Gadag,Cyber Crime,2024,67,36,31,9,52,6,21,46,7
RuralAreaX,Kidnapping,2024,12,5,7,2,7,3,7,5,1
Ramanagara,Rape,2024,33,14,19,1,23,9,13,20,5
Bengaluru Urban,Theft,2024,100,37,63,9,81,10,58,42,28
Vijayanagar,Theft,2024,136,89,47,11,105,20,55,81,21
Hubballi,Dowry Death,2024,5,2,3,0,3,2,1,4,0
Uttara Kannada,Theft,2024,103,62,41,7,68,28,58,45,7
Mangaluru,Molestation,2024,31,17,14,3,21,7,13,18,3
Uttara Kannada,Robbery,2024,8,2,6,0,6,2,5,3,2
Yadgir,Domestic Violence,2024,99,65,34,14,78,7,44,55,21
Yadgir,Cheating,2024,93,52,41,9,78,6,24,69,8
Shimoga,Rape,2024,43,20,23,4,35,4,17,26,1
Bengaluru Rural,Robbery,2024,21,14,7,2,16,3,17,4,3
Belagavi,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Bengaluru Urban,Murder,2024,9,2,7,1,6,2,6,3,2
Mangaluru,Kidnapping,2024,5,3,2,0,4,1,4,1,1
Raichur,Robbery,2024,26,16,10,3,18,5,12,14,5
Vijayanagar,Kidnapping,2024,3,1,2,0,2,1,1,2,0
Belagavi,Rape,2024,42,22,20,5,32,5,18,24,3
Bengaluru Rural,Kidnapping,2024,3,1,2,0,2,1,1,2,0
Bengaluru Rural,Murder,2024,9,5,4,1,6,2,5,4,1
Vijayanagar,Cheating,2024,115,55,60,17,69,29,98,17,24
Udupi,Cyber Crime,2024,69,33,36,5,55,9,37,32,5
Ramanagara,Domestic Violence,2024,61,23,38,7,37,17,41,20,16
Dharwad,Kidnapping,2024,5,2,3,0,3,2,1,4,0
Ballari,Domestic Violence,2024,86,28,58,10,56,20,34,52,4
Yadgir,Rape,2024,39,12,27,1,31,7,21,18,2
Hassan,Murder,2024,3,2,1,0,2,1,1,2,0
Bidar,Cheating,2024,79,27,52,9,59,11,46,33,4
Chamarajanagar,Cyber Crime,2024,68,31,37,10,45,13,43,25,18
Kodagu,Theft,2024,142,72,70,14,97,31,68,74,28
Vijayanagar,Murder,2024,5,3,2,0,3,2,3,2,1
Bengaluru Rural,Rape,2024,52,29,23,5,36,11,21,31,4
Kolar,Domestic Violence,2024,85,39,46,10,53,22,33,52,15
Ramanagara,Dowry Death,2024,10,6,4,0,7,3,3,7,0
Haveri,Theft,2024,135,86,49,24,83,28,48,87,20
Haveri,Theft,2024,129,49,80,11,103,15,32,97,8
Ballari,Cheating,2024,77,24,53,4,58,15,45,32,16
Mangaluru,Domestic Violence,2024,67,34,33,4,51,12,42,25,5
Kalaburagi,Cyber Crime,2024,51,23,28,7,34,10,30,21,10
Ballari,Murder,2024,11,4,7,1,7,3,3,8,1
Raichur,Theft,2024,119,46,73,13,100,6,81,38,16
Chikkamagaluru,Cheating,2024,94,28,66,15,72,7,30,64,4
Koppal,Molestation,2024,31,13,18,1,24,6,14,17,1
Mangaluru,Domestic Violence,2024,74,31,43,8,53,13,59,15,11
Shimoga,Robbery,2024,19,7,12,2,14,3,11,8,1
Raichur,Kidnapping,2024,4,1,3,0,3,1,2,2,0
Kalaburagi,Molestation,2024,25,16,9,2,18,5,10,15,3
Dharwad,Rape,2024,36,17,19,3,29,4,17,19,6
Shivamogga,Robbery,2024,10,6,4,1,6,3,5,5,0
Belagavi,Cyber Crime,2024,76,34,42,4,57,15,28,48,8
Kolar,Cheating,2024,87,51,36,4,58,25,64,23,12
Bengaluru Urban,Molestation,2024,20,12,8,1,12,7,9,11,0
Ramanagara,Domestic Violence,2024,82,39,43,11,60,11,21,61,2
RuralAreaX,Rape,2024,35,22,13,3,23,9,24,11,5
Tumakuru,Domestic Violence,2024,63,39,24,9,48,6,48,15,11
Hubballi,Cyber Crime,2024,53,30,23,8,33,12,37,16,8
Ramanagara,Rape,2024,45,21,24,2,36,7,24,21,11
Bengaluru Urban,Rape,2024,32,10,22,1,23,8,18,14,5
Gadag,Cyber Crime,2024,75,23,52,13,51,11,28,47,11
Shivamogga,Domestic Violence,2024,61,21,40,4,50,7,38,23,3
Dharwad,Molestation,2024,20,13,7,3,12,5,17,3,4
Bagalkot,Murder,2024,1,0,1,0,0,1,0,1,0
Gadag,Cheating,2024,92,47,45,10,76,6,79,13,10
Mangaluru,Domestic Violence,2024,86,34,52,11,70,5,66,20,23
Raichur,Theft,2024,143,55,88,17,105,21,102,41,28
Hubballi,Cyber Crime,2024,55,19,36,7,43,5,42,13,14
Kalaburagi,Robbery,2024,12,7,5,1,8,3,4,8,0
Bengaluru Rural,Kidnapping,2024,2,1,1,0,1,1,1,1,0
Uttara Kannada,Theft,2024,99,34,65,15,76,8,87,12,36
Bengaluru Rural,Murder,2024,4,2,2,0,2,2,2,2,0
Bidar,Robbery,2024,14,9,5,1,11,2,11,3,3
Hassan,Cyber Crime,2024,49,16,33,7,32,10,14,35,5
Mysuru,Murder,2024,5,2,3,0,3,2,3,2,1
Mangaluru,Domestic Violence,2024,75,46,29,6,59,10,64,11,5
Mandya,Cheating,2024,80,32,48,4,66,10,22,58,6
Belagavi,Cyber Crime,2024,62,20,42,6,46,10,50,12,22
RuralAreaX,Theft,2024,134,79,55,14,82,38,37,97,7
Shivamogga,Cyber Crime,2024,63,36,27,6,40,17,40,23,8
Chamarajanagar,Theft,2024,156,85,71,14,103,39,73,83,15
Gadag,Cyber Crime,2024,73,47,26,12,49,12,39,34,9
Vijayapura,Murder,2024,7,3,4,1,4,2,6,1,2
Hassan,Cyber Crime,2024,51,26,25,5,36,10,27,24,11
Mangaluru,Dowry Death,2024,6,3,3,0,4,2,4,2,1
Belagavi,Murder,2024,1,0,1,0,0,1,0,1,0
Haveri,Cheating,2024,91,37,54,7,70,14,81,10,18
Vijayanagar,Cyber Crime,2024,84,31,53,12,62,10,46,38,19
Chikkamagaluru,Cyber Crime,2024,53,22,31,4,40,9,29,24,9
Chikkamagaluru,Theft,2024,107,41,66,13,70,24,65,42,19
Chikkamagaluru,Robbery,2024,18,5,13,1,12,5,6,12,1
Ramanagara,Cyber Crime,2024,59,22,37,7,39,13,30,29,13
Chitradurga,Dowry Death,2024,5,3,2,0,3,2,3,2,0
Davangere,Cyber Crime,2024,73,30,43,2,49,22,54,19,13
Ramanagara,Rape,2024,34,23,11,5,20,9,24,10,1
Bengaluru Urban,Domestic Violence,2024,62,20,42,9,40,13,39,23,14
Hassan,Murder,2024,7,4,3,0,4,3,2,5,0
Shimoga,Kidnapping,2024,6,3,3,0,3,3,4,2,1
Mangaluru,Robbery,2024,19,10,9,2,12,5,10,9,1
Ramanagara,Domestic Violence,2024,78,44,34,15,62,1,56,22,10
Mysuru,Robbery,2024,20,9,11,2,13,5,14,6,4
Ballari,Rape,2024,27,17,10,3,19,5,14,13,4
Raichur,Molestation,2024,25,8,17,4,16,5,16,9,2
Dharwad,Theft,2024,109,51,58,16,91,2,82,27,30
Bengaluru Rural,Rape,2024,36,11,25,3,29,4,17,19,1
Kolar,Cyber Crime,2024,63,33,30,9,52,2,39,24,7
Kolar,Theft,2024,107,70,37,16,65,26,88,19,32
Koppal,Dowry Death,2024,3,2,1,0,2,1,2,1,0
Mangaluru,Cheating,2024,93,48,45,11,67,15,55,38,21
Shimoga,Dowry Death,2024,10,4,6,1,7,2,4,6,1
Ramanagara,Kidnapping,2024,8,5,3,0,5,3,4,4,0
Mandya,Robbery,2024,19,13,6,3,13,3,12,7,2
Ramanagara,Theft,2024,125,58,67,7,81,37,73,52,17
Dharwad,Kidnapping,2024,7,2,5,1,4,2,2,5,0
Bengaluru Urban,Molestation,2024,21,7,14,3,13,5,18,3,7
Raichur,Domestic Violence,2024,72,23,49,11,60,1,63,9,22
Raichur,Kidnapping,2024,5,2,3,0,4,1,4,1,1
Haveri,Kidnapping,2024,8,4,4,1,5,2,6,2,0
RuralAreaX,Rape,2024,27,14,13,1,18,8,23,4,2
Yadgir,Dowry Death,2024,4,2,2,0,2,2,1,3,0
Chamarajanagar2,Cheating,2024,112,49,63,21,72,19,90,22,40
Shivamogga,Molestation,2024,17,7,10,0,11,6,4,13,0
Bagalkot,Robbery,2024,22,13,9,3,15,4,8,14,0
Bagalkot,Cheating,2024,74,38,36,11,53,10,35,39,10
Dharwad,Kidnapping,2024,11,4,7,0,8,3,8,3,3
Udupi,Robbery,2024,14,4,10,2,10,2,4,10,1
RuralAreaX,Rape,2024,38,15,23,4,26,8,24,14,9
Kalaburagi,Rape,2024,24,16,8,3,15,6,14,10,4
Mangaluru,Kidnapping,2024,8,5,3,0,5,3,2,6,0
Yadgir,Domestic Violence,2024,85,49,36,14,67,4,32,53,9
Chikkaballapura,Murder,2024,3,1,2,0,2,1,1,2,0
Mangaluru,Kidnapping,2024,3,1,2,0,2,1,1,2,0
Vijayapura,Molestation,2024,23,7,16,3,19,1,15,8,3
Hassan,Dowry Death,2024,12,7,5,1,7,4,4,8,1
Davangere,Molestation,2024,25,15,10,4,16,5,11,14,1
Ballari,Domestic Violence,2024,79,38,41,6,65,8,45,34,9
Kolar,Rape,2024,34,21,13,4,23,7,17,17,3
Gadag,Dowry Death,2024,7,4,3,0,5,2,3,4,1
Hubballi,Murder,2024,0,0,0,0,0,0,0,0,0
Kolar,Robbery,2024,13,8,5,2,11,0,10,3,3
Chikkamagaluru,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Bengaluru Rural,Rape,2024,23,9,14,1,14,8,14,9,5
Hassan,Cheating,2024,86,47,39,13,56,17,41,45,11
Kalaburagi,Kidnapping,2024,0,0,0,0,0,0,0,0,0
Belagavi,Kidnapping,2024,8,3,5,0,4,4,5,3,1
Hubballi,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Koppal,Cyber Crime,2024,46,17,29,7,34,5,25,21,6
Chamarajanagar2,Domestic Violence,2024,83,33,50,5,61,17,70,13,21
Haveri,Domestic Violence,2024,90,41,49,10,63,17,66,24,11
Mandya,Domestic Violence,2024,77,43,34,13,59,5,63,14,9
Chitradurga,Domestic Violence,2024,72,31,41,13,44,15,58,14,17
Dharwad,Kidnapping,2024,6,2,4,0,4,2,2,4,0
Tumakuru,Dowry Death,2024,6,1,5,0,3,3,2,4,0
Hubballi,Molestation,2024,20,6,14,2,14,4,5,15,0
Koppal,Domestic Violence,2024,74,47,27,12,62,0,47,27,22
Kolar,Cheating,2024,90,38,52,2,76,12,32,58,6
Ramanagara,Theft,2024,150,104,46,10,127,13,129,21,6
Dharwad,Robbery,2024,10,5,5,1,7,2,3,7,0
Haveri,Theft,2024,131,67,64,14,86,31,105,26,28
Vijayapura,Theft,2024,86,36,50,12,72,2,37,49,11
Ballari,Cyber Crime,2024,66,24,42,3,40,23,18,48,4
Uttara Kannada,Murder,2024,7,4,3,0,5,2,4,3,1
Kodagu,Domestic Violence,2024,104,67,37,13,64,27,66,38,22
Tumakuru,Kidnapping,2024,6,3,3,0,3,3,2,4,0
Vijayanagar,Rape,2024,58,26,32,2,41,15,51,7,25
Raichur,Theft,2024,126,68,58,9,97,20,47,79,23
Shimoga,Theft,2024,135,51,84,16,83,36,92,43,12
Uttara Kannada,Dowry Death,2024,8,4,4,0,5,3,2,6,0
Raichur,Cyber Crime,2024,59,25,34,6,37,16,23,36,10
Chitradurga,Molestation,2024,15,5,10,1,9,5,12,3,4
Ballari,Theft,2024,113,58,55,21,75,17,83,30,36
Tumakuru,Cheating,2024,90,61,29,5,67,18,54,36,8
Bagalkot,Rape,2024,31,9,22,2,25,4,27,4,3
Chitradurga,Molestation,2024,16,5,11,0,9,7,8,8,1
Chikkamagaluru,Cyber Crime,2024,50,19,31,2,42,6,34,16,5
Dharwad,Molestation,2024,18,9,9,1,10,7,13,5,1
Koppal,Robbery,2024,14,7,7,0,10,4,4,10,0
Uttara Kannada,Dowry Death,2024,1,0,1,0,0,1,0,1,0
Belagavi,Domestic Violence,2024,76,47,29,2,49,25,58,18,26
Chikkamagaluru,Domestic Violence,2024,69,44,25,2,58,9,27,42,5
Chamarajanagar,Domestic Violence,2024,87,45,42,4,73,10,23,64,9
Ballari,Kidnapping,2024,7,2,5,1,5,1,2,5,0
Kolar,Theft,2024,128,74,54,20,88,20,100,28,5
Udupi,Domestic Violence,2024,80,34,46,15,60,5,38,42,11
Chikkamagaluru,Rape,2024,40,25,15,5,25,10,18,22,6
Chitradurga,Dowry Death,2024,8,3,5,0,6,2,6,2,1
Chikkaballapura,Robbery,2024,12,4,8,1,8,3,8,4,3
Chikkamagaluru,Cyber Crime,2024,52,32,20,5,33,14,30,22,2
Chikkamagaluru,Molestation,2024,20,11,9,1,16,3,16,4,5
Chitradurga,Molestation,2024,35,15,20,6,21,8,21,14,4
Tumakuru,Robbery,2024,13,6,7,1,9,3,7,6,2
Chikkaballapura,Theft,2024,132,73,59,12,95,25,107,25,33
Dharwad,Domestic Violence,2024,69,24,45,4,45,20,59,10,28
Chikkaballapura,Domestic Violence,2024,80,29,51,14,54,12,33,47,13
Chamarajanagar,Dowry Death,2024,3,1,2,0,1,2,2,1,0
Bagalkot,Murder,2024,2,1,1,0,1,1,1,1,0
Tumakuru,Cyber Crime,2024,59,24,35,6,48,5,44,15,9
Mangaluru,Rape,2024,29,18,11,3,19,7,8,21,2
Raichur,Cheating,2024,112,50,62,12,79,21,35,77,16
Shivamogga,Murder,2024,5,2,3,0,3,2,2,3,0
Chikkaballapura,Kidnapping,2024,5,2,3,0,3,2,2,3,0
Koppal,Theft,2024,119,61,58,23,100,0,79,40,24
Mysuru,Cheating,2024,96,32,64,8,67,21,29,67,13
Yadgir,Robbery,2024,16,10,6,2,11,3,13,3,3
Chitradurga,Rape,2024,37,24,13,4,29,4,33,4,11
Mandya,Kidnapping,2024,5,1,4,0,3,2,1,4,0
Kolar,Cheating,2024,92,49,43,3,64,25,43,49,9
Yadgir,Theft,2024,138,50,88,14,112,12,74,64,25
Kalaburagi,Cheating,2024,85,58,27,7,58,20,33,52,8
Bagalkot,Murder,2024,9,3,6,0,6,3,6,3,2
Chamarajanagar2,Cheating,2024,91,46,45,12,61,18,78,13,34
Hubballi,Robbery,2024,15,8,7,1,11,3,8,7,3
Shivamogga,Rape,2024,36,23,13,1,22,13,15,21,6
Vijayanagar,Kidnapping,2024,6,4,2,1,4,1,3,3,0
Yadgir,Cyber Crime,2024,58,36,22,8,36,14,36,22,2
Vijayanagar,Molestation,2024,32,11,21,0,25,7,8,24,1
Shimoga,Theft,2024,105,45,60,11,80,14,80,25,37
Davangere,Cyber Crime,2024,58,27,31,2,38,18,33,25,16
RuralAreaX,Dowry Death,2024,16,6,10,0,12,4,6,10,2
Hassan,Kidnapping,2024,8,4,4,0,5,3,2,6,0
Shivamogga,Molestation,2024,22,11,11,0,14,8,13,9,2
Bidar,Domestic Violence,2024,64,30,34,11,44,9,56,8,10
Bengaluru Urban,Robbery,2024,11,4,7,0,9,2,9,2,1
Shivamogga,Cheating,2024,74,49,25,5,56,13,20,54,2
Haveri,Cheating,2024,119,46,73,8,78,33,36,83,17
Chamarajanagar2,Kidnapping,2024,5,1,4,0,3,2,3,2,0
Kodagu,Theft,2024,132,61,71,5,89,38,116,16,32
Bengaluru Rural,Robbery,2024,20,11,9,2,14,4,7,13,1
Bengaluru Urban,Domestic Violence,2024,72,39,33,11,57,4,62,10,20
Tumakuru,Theft,2024,135,68,67,11,102,22,94,41,18
Mysuru,Cyber Crime,2024,56,35,21,4,34,18,23,33,8
Chitradurga,Murder,2024,8,4,4,0,5,3,3,5,0
Kalaburagi,Dowry Death,2024,3,1,2,0,2,1,1,2,0
Ballari,Cheating,2024,80,24,56,4,61,15,29,51,5
Shimoga,Theft,2024,112,62,50,9,83,20,73,39,30
Hubballi,Cheating,2024,105,33,72,17,87,1,72,33,5
Hubballi,Cheating,2024,101,53,48,4,79,18,34,67,9
Haveri,Cheating,2024,124,44,80,19,82,23,110,14,33
Kodagu,Domestic Violence,2024,81,41,40,13,60,8,70,11,8
Hubballi,Molestation,2024,25,9,16,3,19,3,20,5,3
Mangaluru,Dowry Death,2024,6,2,4,0,4,2,3,3,1
Tumakuru,Dowry Death,2024,7,2,5,0,4,3,4,3,0
Haveri,Kidnapping,2024,7,3,4,1,4,2,2,5,0
Hubballi,Molestation,2024,28,10,18,1,19,8,8,20,2
Davangere,Murder,2024,3,1,2,0,2,1,0,3,0
Bengaluru Urban,Cyber Crime,2024,47,15,32,2,28,17,35,12,17
Shimoga,Rape,2024,42,22,20,5,33,4,19,23,8
Chikkamagaluru,Cheating,2024,96,42,54,12,68,16,27,69,7
Tumakuru,Cyber Crime,2024,56,23,33,10,37,9,49,7,11
Davangere,Murder,2024,12,7,5,2,8,2,5,7,2
Kolar,Rape,2024,37,25,12,7,27,3,10,27,3
Chikkamagaluru,Rape,2024,37,12,25,5,30,2,17,20,7
Chitradurga,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Yadgir,Dowry Death,2024,2,1,1,0,1,1,0,2,0
Ramanagara,Cyber Crime,2024,73,23,50,12,52,9,33,40,4
Koppal,Molestation,2024,22,10,12,2,15,5,15,7,1
Davangere,Dowry Death,2024,7,3,4,1,4,2,4,3,0
Bengaluru Rural,Cyber Crime,2024,67,31,36,2,46,19,39,28,13
Ramanagara,Cheating,2024,92,50,42,3,71,18,24,68,2
Chitradurga,Theft,2024,92,51,41,6,73,13,43,49,19
Hassan,Murder,2024,0,0,0,0,0,0,0,0,0
Haveri,Domestic Violence,2024,78,36,42,7,52,19,37,41,6
Koppal,Theft,2024,116,57,59,20,95,1,68,48,26
Belagavi,Theft,2024,124,69,55,4,93,27,40,84,13
Uttara Kannada,Rape,2024,37,19,18,2,30,5,19,18,3
Chamarajanagar2,Murder,2024,5,2,3,0,3,2,1,4,0
Mangaluru,Kidnapping,2024,3,1,2,0,1,2,1,2,0
Bagalkot,Theft,2024,111,49,62,5,69,37,63,48,17
Ramanagara,Rape,2024,34,23,11,2,27,5,17,17,5
Uttara Kannada,Robbery,2024,20,12,8,1,16,3,17,3,2
Tumakuru,Kidnapping,2024,7,2,5,0,5,2,2,5,0
Hubballi,Molestation,2024,25,16,9,3,15,7,18,7,5
Koppal,Cyber Crime,2024,59,19,40,6,38,15,40,19,7
Bengaluru Urban,Rape,2024,25,15,10,4,21,0,14,11,1
Uttara Kannada,Dowry Death,2024,8,3,5,0,5,3,5,3,1
Hubballi,Molestation,2024,16,7,9,2,12,2,13,3,1
Kolar,Dowry Death,2024,6,2,4,0,3,3,4,2,1
Bagalkot,Theft,2024,121,37,84,11,79,31,57,64,6
Yadgir,Domestic Violence,2024,90,38,52,11,73,6,50,40,3
Chamarajanagar2,Cyber Crime,2024,63,43,20,2,52,9,42,21,7
Vijayapura,Theft,2024,91,35,56,16,68,7,31,60,13
Ramanagara,Rape,2024,35,20,15,1,27,7,15,20,2
Gadag,Domestic Violence,2024,68,22,46,4,54,10,30,38,8
Tumakuru,Domestic Violence,2024,75,42,33,8,54,13,23,52,9
Dharwad,Molestation,2024,23,14,9,3,19,1,9,14,1
Chikkamagaluru,Robbery,2024,17,11,6,2,14,1,9,8,1
Vijayanagar,Molestation,2024,28,11,17,4,19,5,9,19,3
Vijayanagar,Rape,2024,44,22,22,3,30,11,33,11,11
Haveri,Cheating,2024,98,47,51,13,83,2,40,58,19
Kolar,Robbery,2024,7,2,5,0,5,2,4,3,1
Ballari,Dowry Death,2024,4,2,2,0,2,2,2,2,0
Mangaluru,Cheating,2024,88,39,49,16,67,5,57,31,3
Davangere,Cheating,2024,109,51,58,6,85,18,32,77,12
Mysuru,Cheating,2024,74,30,44,11,61,2,45,29,18
Chamarajanagar,Robbery,2024,19,6,13,1,15,3,9,10,2
Mysuru,Murder,2024,9,2,7,0,5,4,5,4,1
Ballari,Rape,2024,36,18,18,1,23,12,12,24,2
Chikkaballapura,Cyber Crime,2024,54,36,18,5,32,17,30,24,8
Chikkaballapura,Domestic Violence,2024,77,26,51,4,61,12,58,19,14
Uttara Kannada,Molestation,2024,26,15,11,4,16,6,20,6,6
Udupi,Murder,2024,1,0,1,0,0,1,0,1,0
Hassan,Murder,2024,7,3,4,0,5,2,4,3,1
Yadgir,Dowry Death,2024,3,1,2,0,2,1,2,1,0
Hassan,Dowry Death,2024,0,0,0,0,0,0,0,0,0
Bengaluru Rural,Murder,2024,1,0,1,0,0,1,0,1,0
Ramanagara,Kidnapping,2024,4,1,3,0,3,1,1,3,0
Ballari,Rape,2024,49,26,23,7,34,8,19,30,2
Bengaluru Rural,Dowry Death,2024,3,0,3,0,2,1,1,2,0
Koppal,Cheating,2024,77,31,46,3,52,22,20,57,5
Bengaluru Rural,Rape,2024,31,15,16,3,22,6,9,22,1
Shivamogga,Domestic Violence,2024,70,26,44,5,43,22,59,11,15
Chikkamagaluru,Dowry Death,2024,7,4,3,0,5,2,6,1,2
Hubballi,Murder,2024,10,3,7,1,6,3,6,4,1
Davangere,Molestation,2024,27,9,18,3,20,4,19,8,6
Chitradurga,Rape,2024,44,15,29,2,27,15,37,7,17
Hubballi,Theft,2024,148,78,70,21,123,4,125,23,44
Shivamogga,Domestic Violence,2024,69,25,44,8,52,9,42,27,17
Mandya,Cyber Crime,2024,60,21,39,10,45,5,38,22,5
Kodagu,Domestic Violence,2024,92,50,42,2,65,25,65,27,23
Mandya,Rape,2024,29,14,15,5,17,7,20,9,5
Ballari,Cheating,2024,102,31,71,11,71,20,47,55,8
Koppal,Kidnapping,2024,5,2,3,0,4,1,2,3,0
Davangere,Cyber Crime,2024,65,36,29,12,43,10,40,25,19
Belagavi,Theft,2024,154,59,95,30,126,0,135,19,54
Yadgir,Domestic Violence,2024,85,28,57,5,69,11,31,54,12
Vijayapura,Domestic Violence,2024,73,33,40,2,50,21,30,43,9
Mandya,Theft,2024,117,46,71,12,87,18,69,48,3
Udupi,Cheating,2024,117,39,78,19,96,2,55,62,17
Chamarajanagar,Molestation,2024,29,19,10,2,19,8,19,10,5
Yadgir,Dowry Death,2024,11,5,6,1,7,3,8,3,1
Uttara Kannada,Kidnapping,2024,4,1,3,0,2,2,2,2,0
Bagalkot,Robbery,2024,2,0,2,0,1,1,1,1,0
Yadgir,Dowry Death,2024,8,4,4,0,5,3,2,6,0
Chikkamagaluru,Cheating,2024,75,23,52,14,59,2,56,19,26
Tumakuru,Domestic Violence,2024,64,26,38,12,51,1,49,15,15
Bagalkot,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Bengaluru Urban,Domestic Violence,2024,58,29,29,9,43,6,36,22,17
Hassan,Theft,2024,113,48,65,8,86,19,37,76,16
Tumakuru,Cheating,2024,87,28,59,7,63,17,71,16,27
Ballari,Cheating,2024,85,40,45,15,59,11,42,43,15
Kalaburagi,Cyber Crime,2024,57,17,40,2,41,14,48,9,7
Raichur,Kidnapping,2024,13,8,5,0,8,5,4,9,0
Haveri,Cyber Crime,2024,67,34,33,6,44,17,57,10,22
Mangaluru,Theft,2024,110,69,41,18,74,18,90,20,5
Yadgir,Cheating,2024,117,62,55,12,96,9,96,21,47
Kalaburagi,Molestation,2024,12,5,7,0,7,5,3,9,0
Bengaluru Urban,Domestic Violence,2024,49,17,32,3,39,7,17,32,4
Bengaluru Urban,Murder,2024,4,2,2,0,2,2,1,3,0
Chamarajanagar2,Kidnapping,2024,10,4,6,0,6,4,4,6,1
Bidar,Murder,2024,6,2,4,0,5,1,1,5,0
Shivamogga,Cheating,2024,61,38,23,8,39,14,47,14,22
Kalaburagi,Kidnapping,2024,14,7,7,1,8,5,11,3,3
Mysuru,Rape,2024,41,28,13,6,31,4,15,26,4
Vijayanagar,Molestation,2024,28,17,11,1,18,9,8,20,1
Gadag,Murder,2024,12,5,7,2,7,3,10,2,2
Bagalkot,Cyber Crime,2024,57,31,26,5,37,15,19,38,1
Chikkaballapura,Rape,2024,34,13,21,6,26,2,11,23,1
Bengaluru Rural,Theft,2024,120,68,52,13,89,18,45,75,19
Gadag,Kidnapping,2024,5,2,3,0,3,2,3,2,0
Chamarajanagar,Cyber Crime,2024,62,31,31,7,41,14,24,38,8
RuralAreaX,Cheating,2024,99,38,61,4,72,23,50,49,6
Vijayanagar,Kidnapping,2024,6,2,4,0,4,2,4,2,1
Yadgir,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Shivamogga,Theft,2024,121,57,64,14,74,33,65,56,24
Koppal,Robbery,2024,18,6,12,3,14,1,14,4,6
Belagavi,Theft,2024,143,54,89,8,108,27,51,92,15
Uttara Kannada,Dowry Death,2024,4,1,3,0,2,2,2,2,0
Belagavi,Kidnapping,2024,7,4,3,1,5,1,2,5,0
Shimoga,Domestic Violence,2024,68,41,27,12,51,5,25,43,1
